WHO region,ITZ,COUNTRY/AREA/TERRITORY,COUNTRY_CODE,ORIGIN_SOURCE,ISO_YEAR,ISO_WEEK,DATE,SPEC_RECEIVED_NB,SPEC_PROCESSED_NB,AH1,AH1N12009,AH3,AH5,ANOTSUBTYPED,INF_A,BVIC,BYAM,BNOTDETERMINED,INF_B,INF_ALL,INF_NEGATIVE,ILI_ACTIVITY
EUR,South West Europe,Albania,ALB,NONSENTINEL,2024,7,2024-02-11,,40,,,,,4,4,,,1,1,5,,1
EUR,South West Europe,Albania,ALB,NONSENTINEL,2024,8,2024-02-18,,25,,,,,5,5,,,,,5,,1
EUR,South West Europe,Albania,ALB,NONSENTINEL,2024,9,2024-02-25,,30,,,,,2,2,,,1,1,3,,1
EUR,South West Europe,Albania,ALB,NONSENTINEL,2024,10,2024-03-03,,26,,,,,,,,,1,1,1,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,17,2022-04-24,,58,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,18,2022-05-01,,57,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,20,2022-05-15,,47,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,21,2022-05-22,,79,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,22,2022-05-29,,80,0,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,40,2022-10-02,,43,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,41,2022-10-09,,68,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,42,2022-10-16,,78,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,43,2022-10-23,,46,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,44,2022-10-30,,55,,0,0,,1,1,,0,0,,1,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,45,2022-11-06,,60,,0,0,,1,1,,0,0,,1,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,46,2022-11-13,,41,,0,0,,1,1,,0,0,,1,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,47,2022-11-20,,43,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,48,2022-11-27,,36,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,49,2022-12-04,,83,,0,9,,0,9,,0,0,,9,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,50,2022-12-11,,78,,0,0,,14,14,,0,0,,14,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,51,2022-12-18,,59,,0,0,,24,24,,0,0,,24,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2022,52,2022-12-25,,86,,0,0,,31,31,,0,0,,31,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,1,2023-01-01,,112,,20,15,,0,35,,0,0,,35,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,2,2023-01-08,,126,,25,5,,30,60,,0,0,,60,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,3,2023-01-15,,138,,25,10,,35,70,,0,0,,70,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,4,2023-01-22,,137,,22,5,,0,27,,0,4,4,31,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,5,2023-01-29,,129,,20,5,,0,25,,0,8,8,33,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,6,2023-02-05,,121,,0,0,,38,38,,0,0,,38,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,7,2023-02-12,,129,,26,1,,0,27,,0,10,10,37,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,8,2023-02-19,,143,,0,0,,30,30,,0,13,13,43,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,9,2023-02-26,,130,,13,0,,0,13,,0,16,16,29,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,10,2023-03-05,,101,,4,0,,0,4,,0,12,12,16,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,11,2023-03-12,,96,,2,0,,0,2,,0,12,12,14,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,12,2023-03-19,,93,,0,0,,0,,,0,20,20,20,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,13,2023-03-26,,84,,0,0,,0,,,0,5,5,5,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,14,2023-04-02,,102,,0,0,,0,,,0,19,19,19,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,15,2023-04-09,,73,,0,0,,0,,,0,4,4,4,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,16,2023-04-16,,92,,0,0,,0,,,0,8,8,8,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,17,2023-04-23,,106,,0,0,,0,,8,0,0,8,8,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,18,2023-04-30,,53,,0,0,,0,,,0,3,3,3,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,19,2023-05-07,,76,,0,0,,0,,,0,4,4,4,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,20,2023-05-14,,84,,0,0,,0,,,0,3,3,3,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,21,2023-05-21,,59,,0,0,,0,,,0,1,1,1,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,22,2023-05-28,,80,,0,0,,0,,,0,1,1,1,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,23,2023-06-04,,70,,0,0,,0,,,0,2,2,2,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,24,2023-06-11,,59,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,25,2023-06-18,,49,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,26,2023-06-25,,37,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,27,2023-07-02,,35,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,28,2023-07-09,,39,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,29,2023-07-16,,27,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,30,2023-07-23,,46,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,31,2023-07-30,,40,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,32,2023-08-06,,35,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,34,2023-08-20,,49,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,35,2023-08-27,,58,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,36,2023-09-03,,54,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,38,2023-09-17,,65,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,39,2023-09-24,,79,,0,0,,0,,,0,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,40,2023-10-01,,69,,,,,0,,,,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,41,2023-10-08,,40,,,,,0,,,,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,42,2023-10-15,,44,,,,,,,,,,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,43,2023-10-22,,74,,,,,0,,,,,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,44,2023-10-29,,32,,,,,0,,,,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,45,2023-11-05,,70,,,,,0,,,,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,46,2023-11-12,,94,,,,,0,,,,0,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,47,2023-11-19,,85,,3,,,3,6,,,,,6,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,48,2023-11-26,,48,,,,,0,,,,,,,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,49,2023-12-03,,80,,,,,1,1,,,0,,1,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,50,2023-12-10,,99,,5,,,5,10,,,,,10,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,51,2023-12-17,,110,,,,,19,19,,,,,19,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2023,52,2023-12-24,,91,,,,,17,17,,,,,17,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,1,2023-12-31,,85,,,,,22,22,,,,,22,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,2,2024-01-07,,319,,85,5,,90,180,,,2,2,182,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,3,2024-01-14,,390,,129,5,,134,268,,,5,5,273,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,4,2024-01-21,,386,,143,6,,149,298,,,2,2,300,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,5,2024-01-28,,479,,,,,153,153,,,8,8,161,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,6,2024-02-04,,367,,,,,164,164,,,14,14,178,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,7,2024-02-11,,280,,,,,83,83,,,17,17,100,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,8,2024-02-18,,194,,,,,48,48,,,16,16,64,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,9,2024-02-25,,217,,,,,34,34,,,25,25,59,,1
EUR,South West Europe,Albania,ALB,SENTINEL,2024,10,2024-03-03,,211,,,,,19,19,,,18,18,37,,1
